#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI2176469|A/snow_goose/Kansas/W22-199A/2022|H5N1|PB2|2.3.4.4b||wild-bird|Kansas|2022-03-14, 2022.1986301369864, 0.065663, -0.025746
EPI2017196|A/chicken/Nebraska/22-009006-001-original/2022|H5N1|PB2|2.3.4.4b|A1|poultry|Nebraska|2022-03-23, 2022.2232876712328, 0.104546, 0.013056
EPI2703868|A/Snow_Goose/Kansas/USDA-008980-003/2022|H5N1|PB2|2.3.4.4b||wild-bird|Kansas|2022-03-12, 2022.1931506849314, 0.105401, 0.014010
EPI2703489|A/Snow_Goose/Kansas/USDA-007919-003/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|Kansas|2022-03-04, 2022.1712328767123, 0.105401, 0.014082
EPI2710197|A/Backyard_bird/Wisconsin/USDA-009934-002/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|Wisconsin|2022-03-31, 2022.2452054794521, 0.107545, 0.015982
EPI2705368|A/goose/Missouri/USDA-012338-006/2022|H5N1|PB2|2.3.4.4b|A1|poultry|Missouri|2022-03-15, 2022.2013698630137, 0.106684, 0.015266
EPI2702800|A/turkey/Indiana/USDA-005328-001/2022|H5N1|PB2|2.3.4.4b||poultry|Indiana|2022-02-18, 2022.1328767123289, 0.106684, 0.015493
EPI2710905|A/Mallard/Kentucky/USDA-005153-004/2022|H5N1|PB2|2.3.4.4b||wild-bird|Kentucky|2022-02-07, 2022.1027397260275, 0.106685, 0.015593
EPI2711145|A/Mallard/Ohio/USDA-009207-003/2022|H5N1|PB2|2.3.4.4b||wild-bird|Ohio|2022-03-08, 2022.182191780822, 0.106257, 0.014902
EPI2704401|A/Ross_s_Goose/Iowa/USDA-008378-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Iowa|2022-03-15, 2022.2013698630137, 0.106257, 0.014838
EPI1985971|A/turkey/Indiana/22-003707-003/2022|H5N1|PB2|2.3.4.4b|A1|poultry|Indiana|2022-02-07, 2022.1027397260275, 0.106257, 0.015165
EPI2711068|A/Hooded_Merganser/Missouri/USDA-007184-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Missouri|2022-02-28, 2022.1602739726027, 0.106257, 0.014974
EPI2702340|A/Snow_Goose/Kentucky/USDA-004809-002/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|Kentucky|2022-02-08, 2022.1054794520549, 0.106257, 0.015156
EPI2712892|A/goose/Nebraska/USDA-007179-001/2022|H5N1|PB2|2.3.4.4b|A1|poultry|Nebraska|2022-03-07, 2022.1794520547944, 0.107971, 0.016626
EPI2709655|A/Backyard_bird/Nebraska/USDA-009190-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Nebraska|2022-03-24, 2022.2260273972602, 0.108401, 0.016902
EPI2067312|A/turkey/Minnesota/22-009997-001-original/2022|H5N1|PB2|2.3.4.4b|A1|poultry|Minnesota|2022-04-02, 2022.2506849315068, 0.107540, 0.015959
EPI2013938|A/turkey/Missouri/22-006944-002-original/2022|H5N1|PB2|2.3.4.4b|A1|poultry|Missouri|2022-03-07, 2022.1794520547944, 0.107539, 0.016193
EPI2703434|A/Snow_Goose/South_Dakota/USDA-009478-020/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|South_Dakota|2022-03-18, 2022.2095890410958, 0.107111, 0.015666
EPI2704176|A/Ross_s_Goose/Missouri/USDA-012338-012/2022|H5N1|PB2|2.3.4.4b|B5.1|wild-bird|Missouri|2022-03-01, 2022.16301369863, 0.107538, 0.016247
EPI2016916|A/turkey/South_Dakota/22-008239-001-original/2022|H5N1|PB2|2.3.4.4b||poultry|South_Dakota|2022-03-17, 2022.2068493150684, 0.107110, 0.015674
EPI2704218|A/Ross_s_Goose/South_Dakota/USDA-008384-004/2022|H5N1|PB2|2.3.4.4b||wild-bird|South_Dakota|2022-03-16, 2022.204109589041, 0.107538, 0.016111
EPI2705227|A/Ross_s_Goose/North_Dakota/USDA-010036-002/2022|H5N1|PB2|2.3.4.4b||wild-bird|North_Dakota|2022-03-25, 2022.2287671232878, 0.107538, 0.016029
EPI2710169|A/American_White_Pelican/Missouri/USDA-006970-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Missouri|2022-02-28, 2022.1602739726027, 0.107965, 0.016683
EPI2702974|A/Snow_Goose/Missouri/USDA-006805-001/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|Missouri|2022-02-23, 2022.1465753424657, 0.108393, 0.017157
EPI2074529|A/turkey/Minnesota/22-010123-004-original/2022|H5N1|PB2|2.3.4.4b|A1|poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.109690, 0.018091
EPI2712602|A/Green-winged_Teal/North_Carolina/USDA-004007-005/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-31, 2022.0835616438355, 0.108395, 0.017367
EPI2713090|A/Gadwall/Virginia/USDA-003923-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Virginia|2022-01-29, 2022.0780821917808, 0.107538, 0.016528
EPI2712624|A/goose/New_Hampshire/USDA-006203-002/2022|H5N1|PB2|2.3.4.4b|A1|poultry|New_Hampshire|2022-02-22, 2022.1438356164383, 0.107966, 0.016739
EPI2713106|A/Gadwall/South_Carolina/USDA-001743-008/2022|H5N1|PB2|2.3.4.4b||wild-bird|South_Carolina|2022-01-06, 2022.0150684931507, 0.107110, 0.016309
EPI2067104|A/turkey/North_Carolina/22-009983-008-original/2022|H5N1|PB2|2.3.4.4b||poultry|North_Carolina|2022-03-31, 2022.2452054794521, 0.107110, 0.015547
EPI2712260|A/Blue-winged_Teal/Florida/USDA-002578-009/2022|H5N1|PB2|2.3.4.4b||wild-bird|Florida|2022-01-22, 2022.058904109589, 0.107538, 0.016591
EPI2703211|A/Snowy_Owl/New_York/USDA-008969-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|New_York|2022-03-22, 2022.2205479452055, 0.107965, 0.016483
EPI2704864|A/chicken/Delaware/USDA-006945-004/2022|H5N1|PB2|2.3.4.4b|A1|poultry|Delaware|2022-03-07, 2022.1794520547944, 0.108395, 0.017049
EPI2709324|A/American_Wigeon/North_Carolina/USDA-001330-031/2022|H5N1|PB2|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.108393, 0.017574
EPI2712505|A/Gadwall/North_Carolina/USDA-001672-002/2022|H5N1|PB2|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.107965, 0.017145
EPI2704749|A/Wood_Duck/North_Carolina/USDA-003829-001/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-29, 2022.0780821917808, 0.107537, 0.016527
EPI2712650|A/Green-winged_Teal/North_Carolina/USDA-003830-004/2022|H5N1|PB2|2.3.4.4b||wild-bird|North_Carolina|2022-01-29, 2022.0780821917808, 0.107965, 0.016955
EPI2710018|A/Backyard_bird/Maine/USDA-008540-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Maine|2022-03-22, 2022.2205479452055, 0.109258, 0.017776
EPI2710081|A/Backyard_bird/Massachusetts/USDA-009371-001/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|Massachusetts|2022-03-25, 2022.2287671232878, 0.109679, 0.018170
EPI2708184|A/Bald_Eagle/Iowa/USDA-010129-001/2022|H5N1|PB2|2.3.4.4b|A1|wild-bird|Iowa|2022-04-04, 2022.2561643835616, 0.108820, 0.017220
EPI2311556|A/snowy_owl/MA/22MM00463/2022|H5N1|PB2|2.3.4.4b||wild-bird|MA|2022-03-20, 2022.2150684931507, 0.108817, 0.017354
EPI2710875|A/Mallard/New_Hampshire/USDA-003417-032/2022|H5N1|PB2|2.3.4.4b||wild-bird|New_Hampshire|2022-01-26, 2022.0698630136985, 0.108818, 0.017835
EPI2710705|A/Mallard/New_Hampshire/USDA-003417-054/2022|H5N1|PB2|2.3.4.4b||wild-bird|New_Hampshire|2022-01-26, 2022.0698630136985, 0.109676, 0.018693
EPI2709262|A/American_Wigeon/North_Carolina/USDA-001672-005/2022|H5N1|PB2|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.108393, 0.017574
